title,snippet,label
240. Rolls-Royce's self-reliance has given the chancellor a boost,"Rishi Sunak will be delighted. The chancellor told the aviation industry that government-backed bailouts would only be considered “as a last resort”, …",Business
241. Dominic Raab to lead UK through coronavirus hurdles,"Summary: With Boris Johnson in intensive care, Dominic Raab, the foreign secretary, has been asked to step up “where necessary” and run the country during the …",Politics
243. Global leaders send messages of support to Boris Johnson,"Messages wishing Boris Johnson a speedy recovery after he was admitted to intensive care have been pouring in, with politicians across the world sendi …",Politics
245. 'Full-scale emergency': what the papers say about Boris Johnson's move to intensive care,The sharp decline in Boris Johnson’s health makes for a series of grave front pages on Tuesday. The Times’ headline reads “PM in intensive care” and r …,Politics
"248. Boris Johnson 'stable' in intensive care and not on ventilator, says No 10","Boris Johnson remains in intensive care on oxygen but without the need for a ventilator and does not have pneumonia, No 10 has said. As Dominic Raab, …",Politics
249. My favourite film aged 12: The Net,"When interviewing an actor or director I admire, I’ve made it a personal mission to avoid sycophancy: I’m there for something resembling a business me …",Film
253. Lockdown watch: Back to the Future writer Bob Gale on the lure of the past,"As a professional film-maker and lifetime movie buff, I have quite a collection of films, so in times of distress, my wife and I turn to the classics …",Film
257. Wellcome Trust urges firms to donate £6bn for Covid-19 research,"The Wellcome Trust is calling on big businesses to donate $8bn (£6.4bn) for research into developing diagnostic tests, therapies and vaccines to tackl …",Business
261. UK supermarkets contacting vulnerable patients 'must delete data when crisis abates',Britain’s supermarkets have been warned against holding on to NHS data about vulnerable patients which they will receive as part of the government’s e …,Business
269. Not just Netflix: the best alternative US streaming services,"Summary: As people throughout the US and around the world continue to hunker inside their homes and apartments in order to combat the spread of coronavirus, th …",Film
270. Rail journeys at 5% of normal levels as UK stays home,"Summary: Rail journeys in the UK are now at just 5% of normal levels, according to the latest government figures, as passengers heed calls to avoid non-essenti …",Business
271. Wall Street jumps to four-week high on signs of slowing Covid-19 spread – as it happened,"Wall Street is still ticking higher with the S&P 500 up 2.6%, the Dow up more than 3% and the Nasdaq up over 2%. US stock market indices have risen fo …",Business
273. I watched 627 minutes of Adam Driver movies because what else am I going to do,"Many terrible things are discussed in the maelstrom of mayhem and misery I call my inbox – terrible, terrible things, such as requests involving me ne …",Film
275. The global stock market rally feels fragile,Have we seen the bottom for stock markets? It is tempting to believe so after two days of fast action as investors have responded to the welcome sight …,Business
276. Quarantine divorcees: why Bruce Willis and Demi Moore are isolating together,"Names: Demi Moore and Bruce Willis. Ages: Bruce is 65, Demi 57. Appearance: A symbol of togetherness, in matching green-striped pyjamas. But I thought …",Film
277. Donald Trump 'lost $1bn in a month' from coronavirus lockdown,"Donald Trump lost an estimated $1bn of his paper fortune in the past month as the coronavirus lockdown forced the closure of offices, shopping centres …",Business
278. Global investors clamour for safe haven in UK government bonds,Investor appetite for UK government bonds has hit a three-year high as Britain sought much-needed funds to fight the coronavirus outbreak. The Treasur …,Business
279. Johnson siblings' bond strong as ever as family faces toughest test,"Through decades of personal and political clashes, the Johnson family seem to have maintained a remarkable bond – and as Boris is treated in intensive …",Politics
282. UK business survey finds firms struggling to access emergency cash,Summary: More businesses in the UK are laying off staff as they start to run out of cash and struggle to get access to emergency coronavirus financial support …,Business
291. Fears of crisis in UK car finance market as owners seek payments help,"Fears are growing of a crisis in the UK’s £75bn car loan market, where 6.5m vehicles have been financed through leasing deals with monthly payments th …",Business
293. Fund manager channels fees to tackle coronavirus in developing world,A London investment manager is launching a campaign to encourage investors to support communities in the developing world hit by the Covid-19 pandemic …,Business
295. Fashion industry reels as coronavirus shuts shops and cancels orders,The coronavirus pandemic has plunged the $2.5tn (£2tn) global fashion industry into crisis with a “significant number” of firms expected to go bust in …,Business
301. Matt Hancock asks industry to help find viable coronavirus test,"The health secretary, Matt Hancock, will ask industry leaders to help the UK find an antibody test that works. Hancock will issue the plea on a confer …",Politics
"304. Sea Fever review – sturdy, slimy sci-fi horror trawls for cliches","There’s going to be an understandable portion of audiences who will instantly reject the mere idea of watching the low-budget sci-fi horror Sea Fever, …",Film
305. The Grand Bizarre review – trippy travelogue to who knows where,"Here’s a 60-minute cine-essay from the American experimental artist-animator Jodie Mack; a distinctively trippy travelogue about … well, what? The fil …",Film
"307. Fraudsters likely to target furlough scheme, says HMRC chief",A senior civil servant has said he expects organised crime will target the government’s multibillion-pound employee furlough scheme. The job retention …,Politics
308. My favourite film aged 12: Close Encounters of the Third Kind,"Close Encounters of the Third Kind is Steven Spielberg’s family-sized late-70s UFO drama, starring Richard Dreyfuss as a midwestern Joe Schmoe who see …",Film
313. MPs launch inquiry into potential Chinese asset stripping of UK firms,An emergency Commons inquiry into potential Chinese asset-stripping of UK hi-tech firms has been launched following an aborted Chinese boardroom takeo …,Business
314. Several UK insurers scrap plans to pay £1.3bn in dividends,"A group of UK insurers have scrapped plans to pay £1.3bn in dividends, increasing the pressure on firms that have ignored the Bank of England’s call t …",Business
319. Dreamland review – distasteful dystopian noir,"Tripland? Or perhaps Off-Your-Nutland? Here’s the freakiest film of the year so far, a pulpy dystopian noir with a lurid sex-trafficking storyline fro …",Film
321. Briton who organised Cambodia rescue flight criticises UK officials,A British traveller who organised a flight for his family and about 100 others stuck in Cambodia has criticised the government’s sluggish response and …,Politics
323. The Iron Mask review – Arnie slugs it out with Jackie Chan in the Tower,"Here is a mysteriously gigantic and interminable action-fantasy adventure – a colossal Chinese-Russian co-production that is in fact a sequel, also kn …",Film
325. Coronavirus jobs bailout could cost Treasury '£40bn every three months',The government’s plan to subsidise the wages of workers affected by the Covid-19 lockdown of the economy could end up costing the Treasury £40bn for e …,Politics
326. David Mortimer obituary,"My father, David Mortimer, who has died aged 85, worked for the Midland Bank in Yorkshire for more than 35 years. He loved his native county, served a …",Business
329. I've never seen … The Shawshank Redemption,"In a week when my home was turned into a kind of Ikea-heavy minimum security unit, and I was treated by the government like a benign 80-year-old lifer …",Film
"330. Beyond the Door review – peace, love and a pact with the devil",Time has lent some archival interest to this Exorcist/Rosemary’s Baby horror knockoff co-directed by the veteran grindhouse maestro Ovidio G Assonitis …,Film
334. Airbus reduces jet production to cope with coronavirus crisis,"Airbus is to slash the number of planes it builds by a third, amid expectations that the coronavirus pandemic will continue wreaking havoc on global a …",Business
335. Amber Heard to testify in Johnny Depp case behind closed doors,"Amber Heard will be allowed to give evidence about alleged sexual violence at the hands of her ex-husband Johnny Depp behind closed doors, after lawye …",Film
"336. Boris Johnson improving and sitting up in bed, chancellor says","Boris Johnson remains in intensive care but his condition is improving and he is sitting up in his hospital bed, the chancellor has said. Rishi Sunak …",Politics
338. Rishi Sunak should take a share of blame for Tesco dividend anger,"Outrage about Tesco’s dividend should also be directed at Rishi Sunak. Why on earth did the chancellor include supermarkets, whose stores remain open …",Business
339. Priti Patel accused of avoiding MPs’ scrutiny during national crisis,"The home secretary, Priti Patel, has been accused by an influential group of MPs of avoiding scrutiny at a time of national emergency, a tranche of co …",Politics
340. Rishi Sunak ditches the straight-talk for lessons from the old school,"A week or so ago, Rishi Sunak appeared to be the cabinet outlier. The chancellor, who looked half the age of most of his colleagues, was the one most …",Politics
342. £25bn in dividends axed as UK companies hunker down,"Summary: British companies have scrapped £25bn of shareholder payouts, or one-third of the dividends expected by investors during the rest of 2020, as they att …",Business
350. The Butthole Cut: if the rumours are true there really was a worse version of Cats,"Name: Cats: The Butthole Cut Age: Deleted from history in November 2019. Appearance: Imagine a worse version of Cats, the movie. I cannot. You cannot …",Film
352. Bank of England to finance UK government Covid-19 crisis spending,Summary: The Treasury has announced it is to extend its overdraft facility at the Bank of England in a fresh sign of the mounting financial pressure on the gov …,Business
353. My favourite film aged 12 ... Conan the Barbarian,The pirated VHS copy of Conan the Barbarian that I cherished when I was 12 was cruddy and discoloured even before I wore it out with twice-daily viewi …,Film
359. Who You Think I Am review – Juliette Binoche turns up the heat in phone sex tale,"Social-distancing erotic melodrama is the genre we didn’t know we needed. But now we’ve got it, in the form of this very enjoyable picture starring Ju …",Film
362. I’ve never seen … Chinatown,"Despite the eternal sunshine, not all stories set in Los Angeles cast much of a shadow. Chinatown (1974) is one of those perceived classics that has l …",Film
367. Covid-19 pay freezes on UK loans and credit cards start today,"Payment freezes on loans and credit cards for people struggling with debt, plus easier overdrafts, will begin on Thursday after an emergency package o …",Business
371. Could coronavirus spell the end for superhero movies?,"After the massive 2019 hits Avengers: Endgame and Spider-Man: Far from Home, it seemed a safe bet that the Marvel Cinematic Universe would go on for e …",Film
372. LA Originals: a Netflix documentary about an influential hip-hop duo,"Summary: It’s 1992, and two lowriders walk into a Penthouse Players record release party at the Hollywood Athletic Club. They did not arrive together, but as t …",Film
373. 'There seems to be a Special Tone': Why Britney Spears is a five star film critic,"The coronavirus crisis hasn’t been kind to performers. On a practical scale, schedules have been wiped and income reduced to zero. But psychologically …",Film
378. Manager at major UK food supplier says staff who stay at home may be sacked,"A boss at one of the largest suppliers of fresh food to UK supermarkets threatened to sack staff who stayed at home during the Covid-19 pandemic, a mo …",Business
379. FTSE 100 enjoys biggest weekly gain since 2009 as Fed unleashes $2.3tn stimulus – as it happened,Summary: The Federal Reserve’s $2.3tn stimulus plan will surely go down as the biggest financial intervention in history. And it has helped financial markets t …,Business
382. Raab says he has not spoken to PM since hospital admission,"Summary: Dominic Raab has said he has not spoken to Boris Johnson since the prime minister was admitted to hospital, but insisted the government continued to f …",Politics
383. EasyJet agrees delay with Airbus on delivery of 24 new aircraft,EasyJet has agreed with Airbus to delay the delivery of 24 new aircraft as the budget airline tries to stave off a shareholder rebellion led by its fo …,Business
384. Robert Jenrick's messages to the public: 'We need to stay at home',He has been front and centre of Downing Street’s publicity campaign to get the country to follow lockdown rules to stop the spread of Covid-19. But on …,Politics
385. Angela Rayner to stand in for Keir Starmer at PMQs,"Labour’s deputy leader, Angela Rayner, will stand in for Keir Starmer at prime minister’s questions in the House of Commons opposite Dominic Raab, the …",Politics
386. Boris Johnson moved from intensive care but stays in hospital,"Boris Johnson is back on a hospital ward after spending three nights in intensive care, and is in “extremely good spirits”, Downing Street has announc …",Politics
389. EU strikes €500bn relief deal for countries hit hardest by pandemic,A messy compromise to unlock €500bn (£438bn) of EU support for countries hit hardest by the coronavirus pandemic has been struck after Italy’s prime m …,Business
391. Tommy Chong: 'We were always high. That was the job',"Summary: Tommy Chong has got the munchies. It’s early afternoon in locked-down LA, and last night he was on the pot cookies. “My wife, Shelby, just made a whol …",Film
393. Lockdown watch: Joshua Oppenheimer on three essential recent masterpieces,"Three recent films strike me as urgent now: At a time when we keep our distance to take care of each other, Andrey Zvyagintsev’s Loveless is an unflin …",Film
"395. Tigertail review – dreams, regrets and a life built on a lie","Last year, Lulu Wang’s The Farewell, starring Awkwafina, tapped into Asian-Americans’ “third generation” experience of cultural dislocation and yearni …",Film
399. My streaming gem: why you should watch The Bigamist,"Summary: Ida Lupino is the great director of noirs, thrillers and message pictures from the 1950s – an inspired film-maker to compare with Nicholas Ray and Rob …",Film
401. My favourite film aged 12: Mean Girls,The thing about being a teenage girl and having a favourite film that’s also about teenage girls is that even if you’re very pretentious (I was) and k …,Film
407. Can Denis Villeneuve break the curse of Frank Herbert's Dune on the big screen?,"It’s easy to imagine why Hollywood felt it might take a maverick genius to film Dune, Frank Herbert’s 1965 sci-fi/fantasy opus. The novel, and its fiv …",Film
414. Tracy Brabin's phone number accidentally displayed on ITV's This Morning,Summary: Tracy Brabin has said she will have to change her phone number after it was inadvertently shown on screen during an appearance on ITV’s This Morning. …,Politics
415. Robert Jenrick urged to explain visit to parents during lockdown,The shadow home secretary has demanded that the cabinet minister Robert Jenrick fully explain himself after travelling more than an hour to visit his …,Politics
420. Human Centipede star Dieter Laser dies aged 78,"Dieter Laser, star of outrage-horror film The Human Centipede, has died aged 78. The news was announced in a post on his Facebook page, saying that th …",Film
423. Boris Johnson waved thanks to NHS staff as he left intensive care,"Boris Johnson waved his thanks to medical staff as he was moved from the intensive care unit back to the ward, a Downing Street spokesman has said, as …",Politics
435. Streaming: arthouse Latin America-style,"At a time when we’re mostly cooped up inside, looking longingly out of the window at the first blush of spring, it’s fair to say a streaming service c …",Film
437. Cruise firms face 'off-the-scale' challenge in wake of coronavirus,"Summary: Like many thousands of nurses, Julie Timson has spent the past few weeks suited up in an armour of personal protective equipment fighting the coronavi …",Business
448. Struggling retail landlords watch rents dry up in the pandemic,"When Debenhams filed for administration last week, it wasn’t just suppliers of its stock, who are owed cash, that felt the pain. There are 22,000 jobs …",Business
460. Frydenberg says easing coronavirus restrictions ahead of medical advice 'dangerous and unrealistic',"Josh Frydenberg has warned it is “very dangerous and unrealistic” to move ahead of medical advice, as Australian governments ponder trials of easing C …",Business
464. Martin Margiela: In His Own Words review – philosopher of fashion,"This fun, nerdy follow-up to Reiner Holzemer’s 2017 documentary about Dries Van Noten takes on another Belgian fashion designer, Martin Margiela. The …",Film
468. Going cap in hand to the Bank is going to become a way of life at the Treasury,Rishi Sunak avoided calling the Bank of England last week to beg for an extension of the Treasury’s overdraft facility to meet his Covid-19 spending c …,Business
470. How long can Dominic Raab govern as a stand-in prime minister?,Last week exposed a gap in the UK’s constitutional arrangements. The prime minister fell victim to the virus his government was battling. After a week …,Politics
472. Who You Think I Am review – a thrilling web of desire,"There’s something peculiarly timely about this deliciously twisty, romantic thriller, with its themes of virtual isolation and physical separation. Fr …",Film
482. Pressure grows for developing world debt relief over coronavirus,Calls for a comprehensive package of debt relief to help poor countries cope with the coronavirus pandemic have intensified after research showed that …,Business
487. BlackRock to advise EU on environmental rules for banks,"Summary: BlackRock, one of the world’s largest investors in banks and fossil fuel companies, has been hired by the EU to work on potential new environmental ru …",Business
"488. 'Hostility to Corbyn' curbed Labour efforts to tackle antisemitism, says leaked report",A leaked internal report into Labour’s handling of antisemitism concludes that factional hostility to Jeremy Corbyn hampered the party’s efforts to ta …,Politics
489. Rishi Sunak's dilemma over how to pay for his  coronavirus spending,"It’s a while until payday and a big, unexpected bill has arrived. The money will eventually be there but in the meantime, there is a cash flow problem …",Business
491. UK app to track coronavirus spread to be launched,"Summary: The UK public will soon be able to find out if they may have been in the vicinity of people unwell with coronavirus via a new contact-tracing app, Mat …",Politics
492. PM's Covid-19 timeline: from 'mild symptoms' to a brush with death,Friday 27 March Boris Johnson announces that he has tested positive for coronavirus and is self-isolating in his Downing Street apartment. He describe …,Politics
495. Richard Branson facing backlash over plea for UK bailout of Virgin,"Summary: From his private island in the Caribbean, Sir Richard Branson is trying to convince the UK government to give his Virgin Atlantic airline a £500m bail …",Business
"496. UK coronavirus live: Hancock announces contact-tracing app as UK hospital death toll passes 10,000 – as it happened","Here a brief overview of the latest key developments: The toll of reported hospital deaths in the UK has passed 10,000, up from 9,875 the previous day …",Politics
497. Boris Johnson not back at work yet but power vacuum fears ease,"Boris Johnson is unlikely to be formally back at work for another week at the very least. But appearing on video in a suit and tie, less than two hour …",Politics
501. Major oil-producing nations agree historic 10% cut in output,The world’s largest oil producers have agreed a historic deal to cut global oil production by almost 10% to protect the market against the impact of t …,Business
508. My streaming gem: why you should watch Starcrash,"When the Emperor of the First Circle of the Universe (that is, Christopher Plummer, in a patent leather suit beneath silver armor, a cape and oven mit …",Film
509. Where are the scary Covid-19 public information films?,"Volcanic explosions send rocks flying into the air. “There is now a danger that has become a threat to us all,” intones John Hurt’s voiceover. Black r …",Film
"511. Lockdown watch: Nick Broomfield on The Grinch, Pets and Pink Panther","I wish I could send over a list of all the great films I am catching up with during the lockdown: Citizen Kane, Nanook of the North, Battleship Potemk …",Film
514. What I'm really watching: golden age Hollywood comedies,How to fill the evenings in these desolate times? A colleague told me she will be delving into her BFI playlist of Ingmar Bergman and Werner Herzog. I …,Film
519. My favourite film aged 12: You Only Live Twice,"Now it’s a Wetherspoon, but back in the day it was a temple to the seventh art. They called it Sedgley Clifton. Why? I don’t know, but I like to think …",Film
521. Historic oil production cuts 'will not halt slump in demand',The most ambitious oil production cuts in history will not keep global oil prices afloat in the coming months as the coronavirus continues to take its …,Business
"529. Australia will need to raise GST to pay coronavirus debt, tax expert says",Summary: Tax reform including a GST increase and higher land tax will be needed to avoid the debt burden of the $214bn Covid-19 economic response falling on yo …,Business
532. UK missed three chances to join EU scheme to bulk-buy PPE,"Summary: Britain missed three opportunities to be part of an EU scheme to bulk-buy masks, gowns and gloves and has been absent from key talks about future purc …",Politics
533. Timeline of UK's coronavirus PPE shortage,Summary: 31 January 2020 A UK representative joins EU member states and commission officials to discuss “the cluster of pneumonia cases associated with novel c …,Politics
538. How coronavirus almost brought down the global financial system,"In the third week of March, while most of our minds were fixed on surging coronavirus death rates and the apocalyptic scenes in hospital wards, global …",Business
539. Coronavirus UK: call to scrap 'triple lock' on pensions after crisis,The coalition government policy that led to state pensions rising quicker than wages should be scrapped as part of an “intergenerational reciprocation …,Business
542. American Psycho at 20: a vicious satire that remains as sharp as ever,"Summary: Three years after the Bret Easton Ellis novel American Psycho finally got made into a movie, after a production odyssey nearly as tortured and calamit …",Film
"549. 'Great Lockdown' to rival Great Depression with 3% hit to global economy, says IMF",Summary: The International Monetary Fund has slashed its forecasts for global growth in response to the Covid-19 pandemic and warned of a slump in output this …,Business
551. Commercial creditors 'must sign up to global debt deal' - or forgo Covid-19 help,Commercial creditors owed money by poor countries should only be eligible for government Covid-19 bailout cash if they agree to sign up to a comprehen …,Business
560. Business not as usual: WeWork tries to shrug off coronavirus despite upheaval,"“How do you change the world? Bring people together. Where is the easiest big place to bring people together? In the work environment,” WeWork’s messi …",Business
561. Cannes film festival says 2020 edition cannot go ahead 'in original form',"The Cannes film festival has bowed to the inevitable and announced that its 2020 edition cannot go ahead in “its original form”. In a statement, festi …",Film
562. Sir Brian Crowe obituary,"Summary: My friend Sir Brian Crowe, who has died aged 82, was a diplomat who, after a career at the Foreign Office, spent his last eight years as a civil serva …",Politics
563. Lockdown adds £10bn to deficit of UK’s final-salary pension funds,Companies could be required to find large sums to top up pension funds after new figures showed that more than £10bn was added to the combined deficit …,Business
"564. How close is the NHS to getting the 18,000 ventilators it needs?","Summary: A month ago, Boris Johnson held a conference call with manufacturers and medical specialists in which he urged them to join a wartime-style effort to …",Business
568. Antisemitism inquiry 'must come before Labour officials hired',Labour MPs have warned against appointing any senior party officials before the publication of an inquiry into a leaked internal report into antisemit …,Politics
570. Instant Coffey not so hot on care home tragedy,Imagine you’re a cabinet minister and you get a late-night call from the communications team at No 10 telling you that you’ve drawn the short straw fo …,Politics
573. 'It's a triggering film': visceral South African drama Moffie,"From an outside perspective, South African cinema tends to announce itself through occasional breakout films rather than consistently visible director …",Film
574. Whole Foods staff protest against conditions as coronavirus cases rise,"Summary: Whole Foods workers across the US are planning to hold another sickout protest on 1 May, as the number of confirmed cases of coronavirus infections at …",Business
"577. Tender and honest, Tigertail is a beacon of hope in today's tide of anti-Asian bigotry","Inflamed by President Trump’s casual phrase “Chinese virus”, anti-Asian sentiment is erupting all over the world. As a British-Vietnamese person who h …",Film
582. The Host review – a horror for all the wrong reasons,Here’s a two-for-one deal that you may find easy to resist. It’s a dull Brit flick that feels like two films boshed together: a London thriller in the …,Film
591. Education hit hardest as coronavirus batters UK economy,"The fallout from the coronavirus crisis will affect certain sectors of Britain’s economy, such as education, construction and hospitality, harder than …",Business
592. Why Don't You Just Die! review – ingenious drama with hints of Tarantino,A macabre and ultraviolent Venus flytrap of a film from Russia that snaps shut with a steely clang. Its original title conveys a bit more succinctly w …,Film
595. Rising High review – a charmer scams the Berlin property market,"This breezy, sleazy comedy-thriller from Germany has as its original title Betonrausch: literally, concrete-drunk or concrete-crazy – the state of ecs …",Film
596. UK coronavirus live: Hancock wants to ensure right to say goodbye; Whitty says death toll reaching its peak,Summary: The health secretary Matt Hancock said he wants to ensure that loved ones can be with people who are dying of coronavirus. At the daily government pre …,Politics
598. Labour’s Iain McNicol steps down from Lords role after report leak,Labour’s former general secretary Iain McNicol has stepped down from the party’s frontbench in the House of Lords while an investigation is carried ou …,Politics
601. Oasis and Warehouse fall into administration with loss of 200 jobs,"Summary: Oasis and Warehouse have collapsed into administration with the immediate loss of 200 jobs and more than 1,800 at risk, as the fashion chains become t …",Business
604. 'It is part of my spiritual life': the people who take running to the extreme,You might think that running around the same New York city block for 52 days straight would be an exercise in futility. Not to mention stupefyingly bo …,Film
"606. Gordon Brown on Covid-19, recession and Trump: 'When there’s a crisis you have to act quickly'","Summary: From the window of his home study, Gordon Brown looks out across the waters of the Firth of Forth, towards the ramparts of Edinburgh Castle. It is a p …",Politics
611. Sergio review – fact-based Netflix UN drama opts for old school romance,"There’s an old school charm to Sergio, documentarian Greg Barker’s narrative portrait of UN diplomat Sérgio Vieira de Mello, a dramatic retelling of a …",Film
615. I've never seen … Top Gun,"In 1986, I was 15 and gorging myself on movies of every stripe, so why did I never see Top Gun? My subsequent admiration for Crimson Tide and Enemy of …",Film
"616. UK needs lockdown exit strategy, says key coronavirus adviser","Downing Street needs to accelerate planning for exiting the coronavirus lockdown because contact tracing, testing and social distancing will be needed …",Politics
617. Shell unveils plans to become net-zero carbon company by 2050,Royal Dutch Shell plans to become a net zero-carbon company by 2050 or sooner by selling more green energy to help reduce the carbon intensity of its …,Business
621. Every Stephen Frears film – ranked!,"24. Mrs Henderson Presents (2005) Not Frears’ finest hour – nor Judi Dench’s either. Sadly, this is a toe-curlingly coy piece of Blitz-kitsch nostalgi …",Film
625. Scheme for EU citizens to stay in UK draws 3.4m applications,The Home Office has received 3.4m applications from people seeking to stay in the UK after Brexit under the EU settled status scheme. It puts the gove …,Politics
627. Can Marvel help Spider-Man's Sam Raimi escape from Hollywood purgatory?,"Thirteen years ago, as Sam Raimi wrapped production on Spider-Man 3, few would have imagined that it would not be until 2020 that the director of The …",Film
629. What Netflix's The Platform tells us about humanity in the coronavirus era,"When Galder Gaztelu-Urrutia began shooting his latest film in Bilbao almost two years ago, the Spanish director felt the themes of his low-budget, dys …",Film
631. Small planes and no business class: will flying ever be the same again?,"The peak season for airlines should have started this Easter, when millions of passengers go on holiday and leisure trips through to September. Instea …",Business
632. EasyJet weighs up empty middle seats once coronavirus rules ease,"Summary: EasyJet may keep middle seats empty to follow physical distancing rules once coronavirus travel restrictions are lifted, its chief executive has said. …",Business
633. Barclays CEO avoids vote against re-election over Epstein ties,Barclays chief executive Jes Staley will avoid a potentially embarrassing vote against his re-election over his ties to the sex offender Jeffrey Epste …,Business
634. Five million more Americans file jobless claims as Covid-19 downturn deepens - as it happened,Time for a recap Another wave of grim economic news has shown that America’s economy is sinking into its worst recession in decades. Another five mill …,Business
"636. Brian Dennehy, veteran stage and screen actor, dies aged 81","Veteran actor Brian Dennehy, known for roles on stage and on screen, has died aged 81. “It is with heavy hearts we announce that our father, Brian pas …",Film
638. Bank of England 'failing climate' with Covid-19 stimulus programme,The Bank of England has been accused of failing to live up to its tough talk on the climate crisis after it revealed it would buy debt from oil compan …,Business
639. From psycho killer to suburban Rotarian in one slow heartbeat,"On Thursday we saw a rather different Dominic Raab. For every other appearance fronting up the daily Downing Street press briefing, we’ve had the Colo …",Politics
640. Weekly round of applause for NHS staff – as it happened,Thank you for following today’s UK-focused coronavirus coverage. You can keep up with all the latest developments from around the world on our global …,Politics
645. Rita Wilson on coronavirus and chloroquine: ‘I was so ill I could hardly stand’,Precisely when political leaders of certain countries grasped how much of a threat coronavirus really would be is a debatable issue. But for many memb …,Film
647. My streaming gem: why you should watch The Kindergarten Teacher,"There are many things The Kindergarten Teacher, a 90-minute psychodrama now available to watch online, is not. It is not, for one, in any of the main …",Film
649. Car finance firms urged to halt repossessions during Covid-19 crisis,The financial regulator has said car finance companies must offer a three-month payment freeze and should not repossess vehicles if customers are faci …,Business
652. Neverending stories: five of the best very long films,"Once Upon a Time in America (251 mins) Another hacked-about epic, Sergio Leone’s 1984 last feature – a brutal, baffling chronicle of gangsters in New …",Film
655. My favourite film aged 12: GoldenEye,"Summary: Her name’s Onatopp. Xenia Onatopp … Famke Janssen’s GoldenEye character is a transparently ludicrous fantasy of a sexy, so-called “strong female chara …",Film
661. 'Huge environmental waste' as US airlines fly near-empty planes,"The coronavirus outbreak has provoked a string of unsettling sights, such as the sudden widespread use of masks, shuttered businesses and deserted str …",Business
"664. Lockdown watch: Noel Clarke on Trolls, Star Wars and family binge-watching","Trolls and Trolls World Tour have been the catch of the day in my house. I’ve got three kids – 11, 8 and 4 – and, to avoid the biggest tantrum, it’s m …",Film
675. Vauxhall plans physically distanced car production in UK,Vauxhall has unveiled a socially distanced manufacturing plan that it hopes will provide the blueprint for companies to make a safe return to work dur …,Business
676. EY ordered to pay whistleblower $11m in Dubai gold audit case,Summary: A former partner at the accounting firm EY has been awarded $10.8m (£8.6m) in damages after being forced out of his job when he exposed professional m …,Business
677. Letter: Enid Wistrich obituary,"As member of the Greater London council for Hampstead and vice-chair of its transport committee, Enid Wistrich did much in the late 1970s to save the …",Politics
689. Streaming: where to find the best Richard Linklater and Xavier Dolan films online,"Ordinarily, a week that includes new releases from directors Xavier Dolan and Richard Linklater would count as a major one in most cinephiles’ books. …",Film
692. Alicia Silverstone: 'I probably behaved not as well as I could have',"In Alicia Silverstone’s 1995 Rolling Stone profile, the writer Rich Cohen described the 18-year-old as “kittenish”, “the prettiest girl in town”, “dre …",Film
698. Arcadia Group may permanently shut down stores amid Covid-19 crisis,"Sir Philip Green’s Arcadia Group – which owns brands including Topshop, Dorothy Perkins and Miss Selfridge – could permanently close some of its shops …",Business
702. Ending lockdown: UK government accused of underestimating public,"Summary: Ministers are underestimating the British public by refusing to disclose their lockdown exit strategy, senior Conservative MPs have said. Former minis …",Politics
"704. Coronavirus UK: large consignment of PPE to arrive tomorrow, says Jenrick – as it happened","NHS frontline workers may refuse to work if there is not enough PPE to ensure their safety, the UK’s largest union said. The warning came in response …",Politics
"710. The good, the bad and the (possibly) ugly in the IMF projections for Australia",The IMF this week released projections for the world economy over the next two years that were both optimistic and pessimistic. When the projections w …,Business
712. Ghost Town Anthology review – unnerving supernatural mystery,"The death of a young man strikes at the heart of an insular, rural Quebecois community that has clearly already been soured by shared tragedies. But a …",Film
719. The time is ripe for a coronavirus coalition government,"‘When sorrows come, they come not single spies, but in battalions.” So it seems with the economy. The world economy was slowing down before the onset …",Business
721. Labour party faces financial peril over leaked report,"More than a dozen people are drawing up legal action against Labour, after they were named in an incendiary leaked report that threatens to plunge the …",Politics
"724. A year on, did Change UK change anything?","Hard as it is to imagine now, in the early part of last year there was a belief – somewhat desperately expressed – that a new politics might be possib …",Politics
727. Selah and the Spades review – stylish leader of the pack,Writer-director Tayarisha Poe has wryly described her debut feature (which played to enthusiastic responses at Sundance last year) as “Clueless meets …,Film
734. Supermarket staff: how has coronavirus affected your work?,"High streets feel emptier than ever, yet there are queues outside supermarkets and anyone trying to book an online delivery faces a long wait. With th …",Business
736. Supertankers drafted in to store glut of crude oil,Giant oil tankers are being used to hold record amounts of crude at sea due to a global oversupply that threatens to overwhelm the world’s storage fac …,Business
"742. Impossible for UK to meet Covid-19 testing targets, scientists say","The government’s target of carrying out 100,000 Covid-19 tests each day by the end of the month has come under criticism from senior scientists, who s …",Politics
"751. ‘Of course I smoked marijuana!’ Elliott Gould on stardom, Streisand and Elvis Presley","The best review ever received by Elliott Gould – renowned actor and star of M*A*S*H and The Long Goodbye; not to mention, Ross and Monica’s dad on Fri …",Film
"752. Coronavirus outbreak will halt 520,000 UK house sales in 2020","More than 520,000 UK home sales will be abandoned this year, after the government ordered a temporary freeze on the housing market last month because …",Business
756. Thor blimey: can Chris Hemsworth escape the post-Marvel curse?,Chris Hemsworth has a tough mission in the new Netflix movie Extraction: his world-weary but well-groomed mercenary must rescue the son of an Indian d …,Film
757. I've never seen ... Back to the Future,"It’s a classic case of being in the wrong place at the wrong time. Back to the Future was released in 1985, four years before I was born, and my early …",Film
